,Years
25236,2016
25237,2016
25238,2016
25239,2016
25240,2016
25241,2016
25242,2016
25243,2016
25244,2016
25245,2016
25246,2016
25247,2016
25248,2016
25249,2021
25250,2021
25251,2021
25252,2021
25253,2021
25254,2021
25255,2021
25256,2021
25257,2016
25258,2016
25259,2016
25260,2016
25261,2016
25262,2016
25263,2016
25264,2016
25265,2016
25266,2016
25267,2016
25268,2016
25269,2016
25270,2016
25271,2016
25272,2016
25273,2016
25274,2016
25275,2016
25276,2016
25277,2016
25278,2016
25279,2016
25280,2016
25281,2016
25282,2016
25283,2016
25284,2016
25285,2016
25286,2016
25287,2016
25288,2016
25289,2016
25290,2016
25291,2016
25292,2016
25293,2016
25294,2016
25295,2016
25296,2016
25297,2016
25298,2016
25299,2016
25300,2016
25301,2016
25302,2016
25303,2016
25304,2016
25305,2016
25306,2016
25307,2016
25308,2016
25309,2016
25310,2016
25311,2016
25312,2016
25313,2016
25314,2016
25315,2016
25316,2016
25317,2016
25318,2016
25319,2016
25320,2016
25321,2016
25322,2016
25323,2016
25324,2016
25325,2016
25326,2016
25327,2016
25328,2016
25329,2016
25330,2016
25331,2016
25332,2016
25333,2016
25334,2016
25335,2012
25336,2012
25337,2012
25338,2012
25339,2012
25340,2012
25341,2012
25342,2012
25343,2012
25344,2012
25345,2012
25346,2012
25347,2012
25348,2012
25349,2012
25350,2012
25351,2012
25352,2012
25353,2012
25354,2012
25355,2012
25356,2012
25357,2012
25358,2012
25359,2012
25360,2012
25361,2012
25362,2012
25363,2014
25364,2014
25365,2014
25366,2014
25367,2014
25368,2014
25369,2014
25370,2014
25371,2014
25372,2014
25373,2014
25374,2014
25375,2014
25376,2016
25377,2016
25378,2016
25379,2016
25380,2016
25381,2016
25382,2016
25383,2016
25384,2016
25385,2016
25386,2016
25387,2016
25388,2016
25389,2016
25390,2016
25391,2016
25392,2016
25393,2016
25394,2016
25395,2016
25396,2016
25397,2016
25398,2016
25399,2016
25400,2016
25401,2016
25402,2016
25403,2016
25404,2016
25405,2016
25406,2016
25407,2016
25408,2016
25409,2016
25410,2016
25411,2016
25412,2016
25413,2016
25414,2016
25415,2016
25416,2016
25417,2016
25418,2016
25419,2016
25420,2016
25421,2016
25422,2016
25423,2016
25424,2016
25425,2016
25426,2016
25427,2016
25428,2016
25429,2016
25430,2016
25431,2016
25432,2016
25433,2016
25434,2016
25435,2016
25436,2016
25437,2016
25438,2016
25439,2016
25440,2016
25441,2016
25442,2016
25443,2016
25444,2016
25445,2016
25446,2016
25447,2016
25448,2016
25449,2016
25450,2016
25451,2016
25452,2016
25453,2016
25454,2016
25455,2016
25456,2016
25457,2016
25458,2016
25459,2016
25460,2016
25461,2016
25462,2016
25463,2016
25464,2016
25465,2016
25466,2016
25467,2016
25468,2016
25469,2016
25470,2016
25471,2016
25472,2016
25473,2016
25474,2016
25475,2016
25476,2016
25477,2016
25478,2016
25479,2016
25480,2016
25481,2016
25482,2016
25483,2016
25484,2016
25485,2016
25486,2016
25487,2016
25488,2016
25489,2016
25490,2016
25491,2016
25492,2016
25493,2016
25494,2016
25495,2016
25496,2016
25497,2016
25498,2016
25499,2016
25500,2016
25501,2016
25502,2021
25503,2021
25504,2021
25505,2021
25506,2021
25507,2021
25508,2021
25509,2012
25510,2012
25511,2012
25512,2012
25513,2012
25514,2012
25515,2012
25516,2012
25517,2012
25518,2012
25519,2012
25520,2012
25521,2012
25522,2012
25523,2012
25524,2012
25525,2012
25526,2012
25527,2012
25528,2012
25529,2012
25530,2012
25531,2012
25532,2014
25533,2014
25534,2014
25535,2014
25536,2014
25537,2014
25538,2014
25539,2014
25540,2014
25541,2014
25542,2016
25543,2016
25544,2016
25545,2016
25546,2016
25547,2016
25548,2016
25549,2016
25550,2016
25551,2016
25552,2016
25553,2016
25554,2016
25555,2016
25556,2016
25557,2016
25558,2016
25559,2016
25560,2016
25561,2016
25562,2016
25563,2016
25564,2016
25565,2016
25566,2016
25567,2016
25568,2016
25569,2016
25570,2016
25571,2016
25572,2016
25573,2016
25574,2016
25575,2016
25576,2016
25577,2016
25578,2016
25579,2016
25580,2016
25581,2016
25582,2016
25583,2016
25584,2016
25585,2016
25586,2016
25587,2016
25588,2016
25589,2016
25590,2021
25591,2021
25592,2021
25593,2021
25594,2021
25595,2021
25596,2021
25597,2021
25598,2016
25599,2016
25600,2016
25601,2016
25602,2016
25603,2016
25604,2016
25605,2016
25606,2016
25607,2016
25608,2016
25609,2016
25610,2016
25611,2016
25612,2016
25613,2016
25614,2016
25615,2016
25616,2016
25617,2016
25618,2016
25619,2016
25620,2016
25621,2016
25622,2016
25623,2016
25624,2016
25625,2016
25626,2016
25627,2016
25628,2016
25629,2016
25630,2016
25631,2016
25632,2016
25633,2016
25634,2016
25635,2016
25636,2016
25637,2016
25638,2016
25639,2016
25640,2016
25641,2016
25642,2016
25643,2016
25644,2016
25645,2016
25646,2016
25647,2016
25648,2016
25649,2016
25650,2016
25651,2016
25652,2012
25653,2012
25654,2012
25655,2012
25656,2012
25657,2012
25658,2012
25659,2012
25660,2012
25661,2012
25662,2012
25663,2012
25664,2012
25665,2012
25666,2012
25667,2012
25668,2012
25669,2012
25670,2012
25671,2012
25672,2012
25673,2012
25674,2012
25675,2012
25676,2012
25677,2012
25678,2012
25679,2014
25680,2014
25681,2014
25682,2014
25683,2014
25684,2014
25685,2014
25686,2014
25687,2014
25688,2014
25689,2014
25690,2014
25691,2014
25692,2016
25693,2016
25694,2016
25695,2016
25696,2016
25697,2016
25698,2016
25699,2016
25700,2016
25701,2016
25702,2016
25703,2016
25704,2016
25705,2016
25706,2016
25707,2016
25708,2016
25709,2016
25710,2016
25711,2016
25712,2016
25713,2016
25714,2016
25715,2016
25716,2016
25717,2016
25718,2016
25719,2016
25720,2016
25721,2016
25722,2016
25723,2016
25724,2016
25725,2016
25726,2016
25727,2016
25728,2016
25729,2016
25730,2016
25731,2016
25732,2016
25733,2016
25734,2016
25735,2016
25736,2016
25737,2016
25738,2016
25739,2016
25740,2016
25741,2016
25742,2016
25743,2016
25744,2016
25745,2016
25746,2016
25747,2016
25748,2016
25749,2016
25750,2016
25751,2016
25752,2016
25753,2016
25754,2016
25755,2016
25756,2016
25757,2016
25758,2016
25759,2016
25760,2016
25761,2016
25762,2016
25763,2016
25764,2016
25765,2016
25766,2016
25767,2016
25768,2016
25769,2016
25770,2016
25771,2016
25772,2016
25773,2016
25774,2016
25775,2016
25776,2016
25777,2016
25778,2016
25779,2016
25780,2016
25781,2016
25782,2016
25783,2016
25784,2016
25785,2016
25786,2016
25787,2016
25788,2016
25789,2016
25790,2016
25791,2016
25792,2016
25793,2016
25794,2016
25795,2016
25796,2016
25797,2016
25798,2016
25799,2016
25800,2016
25801,2016
25802,2012
25803,2012
25804,2012
25805,2012
25806,2012
25807,2012
25808,2012
25809,2012
25810,2012
25811,2012
25812,2012
25813,2012
25814,2012
25815,2012
25816,2012
25817,2012
25818,2012
25819,2012
25820,2012
25821,2012
25822,2012
25823,2012
25824,2014
25825,2014
25826,2014
25827,2014
25828,2014
25829,2014
25830,2014
25831,2014
25832,2014
25833,2014
25834,2014
25835,2014
25836,2014
25837,2014
25838,2014
25839,2014
25840,2014
25841,2014
25842,2014
25843,2014
25844,2014
25845,2014
25846,2014
25847,2014
25848,2014
25849,2014
25850,2014
25851,2014
25852,2014
25853,2014
25854,2016
25855,2016
25856,2016
25857,2016
25858,2016
25859,2016
25860,2016
25861,2016
25862,2016
25863,2016
25864,2016
25865,2016
25866,2016
25867,2016
25868,2016
25869,2016
25870,2016
25871,2016
25872,2016
25873,2016
25874,2016
25875,2016
25876,2016
25877,2016
25878,2016
25879,2016
25880,2016
25881,2016
25882,2016
25883,2016
25884,2016
25885,2016
25886,2016
25887,2016
25888,2016
25889,2016
25890,2016
25891,2016
25892,2016
25893,2016
25894,2016
25895,2016
25896,2016
25897,2016
25898,2016
25899,2016
25900,2016
25901,2016
25902,2016
25903,2016
25904,2016
25905,2016
25906,2016
25907,2016
25908,2016
25909,2016
25910,2016
25911,2016
25912,2016
25913,2016
25914,2016
25915,2016
25916,2016
25917,2016
25918,2016
25919,2016
25920,2016
25921,2016
25922,2016
25923,2016
25924,2016
25925,2016
25926,2016
25927,2016
25928,2016
25929,2016
25930,2016
25931,2016
25932,2016
25933,2016
25934,2016
25935,2016
25936,2016
25937,2016
25938,2016
25939,2016
25940,2016
25941,2016
25942,2016
25943,2016
25944,2016
25945,2016
25946,2016
25947,2016
25948,2016
25949,2016
25950,2016
25951,2016
25952,2016
25953,2016
25954,2016
25955,2016
25956,2016
25957,2016
25958,2016
25959,2016
25960,2016
25961,2016
25962,2016
25963,2012
25964,2012
25965,2012
25966,2012
25967,2012
25968,2012
25969,2012
25970,2012
25971,2012
25972,2012
25973,2012
25974,2012
25975,2012
25976,2012
25977,2012
25978,2012
25979,2012
25980,2012
25981,2012
25982,2012
25983,2012
25984,2012
25985,2012
25986,2012
25987,2012
25988,2012
25989,2012
25990,2012
25991,2016
25992,2016
25993,2016
25994,2016
25995,2016
25996,2016
25997,2016
25998,2016
25999,2016
26000,2016
26001,2016
26002,2016
26003,2016
26004,2016
26005,2016
26006,2016
26007,2016
26008,2016
26009,2016
26010,2016
26011,2016
26012,2016
26013,2016
26014,2016
26015,2016
26016,2016
26017,2016
26018,2016
26019,2016
26020,2016
26021,2016
26022,2016
26023,2016
26024,2016
26025,2016
26026,2016
26027,2016
26028,2016
26029,2016
26030,2016
26031,2016
26032,2016
26033,2016
26034,2016
26035,2016
26036,2016
26037,2016
26038,2016
26039,2016
26040,2016
26041,2016
26042,2016
26043,2016
26044,2016
26045,2016
26046,2016
26047,2016
26048,2016
26049,2016
26050,2016
26051,2016
26052,2016
26053,2016
26054,2016
26055,2016
26056,2016
26057,2016
26058,2016
26059,2016
26060,2016
26061,2016
26062,2016
26063,2016
26064,2016
26065,2016
26066,2016
26067,2016
26068,2016
26069,2016
26070,2016
26071,2016
26072,2016
26073,2016
26074,2016
26075,2016
26076,2016
26077,2016
26078,2016
26079,2016
26080,2016
26081,2016
26082,2016
26083,2016
26084,2016
26085,2016
26086,2016
26087,2016
26088,2016
26089,2016
26090,2016
26091,2016
26092,2016
26093,2016
26094,2016
26095,2016
26096,2016
26097,2016
26098,2016
26099,2016
26100,2016
26101,2016
26102,2012
26103,2012
26104,2012
26105,2012
26106,2012
26107,2012
26108,2012
26109,2012
26110,2012
26111,2012
26112,2012
26113,2012
26114,2012
26115,2012
26116,2012
26117,2012
26118,2012
26119,2012
26120,2012
26121,2012
26122,2012
26123,2012
26124,2012
26125,2016
26126,2016
26127,2016
26128,2016
26129,2016
26130,2016
26131,2016
26132,2016
26133,2016
26134,2016
26135,2016
26136,2016
26137,2016
26138,2016
26139,2016
26140,2016
26141,2016
26142,2016
26143,2016
26144,2016
26145,2016
26146,2016
26147,2016
26148,2016
26149,2016
26150,2016
26151,2016
26152,2016
26153,2016
26154,2016
26155,2016
26156,2016
26157,2016
26158,2016
26159,2016
26160,2016
26161,2016
26162,2016
26163,2016
26164,2016
26165,2016
26166,2016
26167,2016
26168,2016
26169,2016
26170,2016
26171,2016
26172,2016
26173,2016
26174,2016
26175,2016
26176,2016
26177,2016
26178,2016
26179,2016
26180,2016
26181,2016
26182,2016
26183,2016
26184,2016
26185,2016
26186,2016
26187,2016
26188,2016
26189,2016
26190,2016
26191,2016
26192,2016
26193,2016
26194,2016
26195,2016
26196,2016
26197,2016
26198,2016
26199,2016
26200,2016
26201,2016
26202,2016
26203,2016
26204,2016
26205,2016
26206,2016
26207,2016
26208,2016
26209,2016
26210,2016
26211,2016
26212,2016
26213,2016
26214,2016
26215,2016
26216,2016
26217,2016
26218,2016
26219,2016
26220,2016
26221,2016
26222,2016
26223,2016
26224,2016
26225,2012
26226,2012
26227,2012
26228,2012
26229,2012
26230,2012
26231,2012
26232,2012
26233,2012
26234,2012
26235,2012
26236,2012
26237,2012
26238,2012
26239,2012
26240,2012
26241,2012
26242,2012
26243,2012
26244,2012
26245,2012
26246,2012
26247,2012
26248,2012
26249,2014
26250,2014
26251,2014
26252,2014
26253,2014
26254,2014
26255,2014
26256,2014
26257,2014
26258,2014
26259,2014
26260,2016
26261,2016
26262,2016
26263,2016
26264,2016
26265,2016
26266,2016
26267,2016
26268,2016
26269,2016
26270,2016
26271,2016
26272,2016
26273,2016
26274,2016
26275,2016
26276,2016
26277,2016
26278,2016
26279,2016
26280,2016
26281,2016
26282,2016
26283,2016
26284,2016
26285,2016
26286,2016
26287,2016
26288,2016
26289,2016
26290,2016
26291,2016
26292,2016
26293,2016
26294,2016
26295,2016
26296,2016
26297,2016
26298,2016
26299,2016
26300,2016
26301,2016
26302,2016
26303,2016
26304,2016
26305,2016
26306,2016
26307,2016
26308,2016
26309,2016
26310,2016
26311,2016
26312,2016
26313,2016
26314,2016
26315,2016
26316,2016
26317,2016
26318,2016
26319,2016
26320,2016
26321,2016
26322,2016
26323,2016
26324,2016
26325,2016
26326,2016
26327,2016
26328,2016
26329,2016
26330,2016
26331,2016
26332,2016
26333,2016
26334,2016
26335,2016
26336,2016
26337,2016
26338,2016
26339,2016
26340,2016
26341,2016
26342,2016
26343,2016
26344,2016
26345,2016
26346,2016
26347,2016
26348,2016
26349,2016
26350,2016
26351,2016
26352,2016
26353,2016
26354,2016
26355,2016
26356,2016
26357,2016
26358,2016
26359,2016
26360,2021
26361,2021
26362,2021
26363,2021
26364,2021
26365,2021
26366,2021
26367,2012
26368,2012
26369,2012
26370,2012
26371,2012
26372,2012
26373,2012
26374,2012
26375,2012
26376,2012
26377,2012
26378,2012
26379,2012
26380,2012
26381,2012
26382,2012
26383,2012
26384,2012
26385,2012
26386,2012
26387,2016
26388,2016
26389,2016
26390,2016
26391,2016
26392,2016
26393,2016
26394,2016
26395,2016
26396,2016
26397,2016
26398,2016
26399,2016
26400,2016
26401,2016
26402,2016
26403,2016
26404,2016
26405,2016
26406,2016
26407,2016
26408,2016
26409,2016
26410,2016
26411,2016
26412,2016
26413,2016
26414,2016
26415,2016
26416,2016
26417,2016
26418,2016
26419,2016
26420,2016
26421,2016
26422,2016
26423,2016
26424,2016
26425,2016
26426,2016
26427,2016
26428,2016
26429,2016
26430,2016
26431,2016
26432,2016
26433,2016
26434,2016
26435,2016
26436,2016
26437,2016
26438,2016
26439,2016
26440,2016
26441,2016
26442,2016
26443,2016
26444,2016
26445,2016
26446,2016
26447,2020
26448,2020
26449,2020
26450,2016
26451,2016
26452,2016
26453,2016
26454,2016
26455,2016
26456,2016
26457,2016
26458,2016
26459,2016
26460,2016
26461,2016
26462,2016
26463,2016
26464,2016
26465,2016
26466,2016
26467,2016
26468,2016
26469,2016
26470,2016
26471,2016
26472,2016
26473,2016
26474,2016
26475,2016
26476,2016
26477,2016
26478,2016
26479,2020
26480,2020
26481,2020
26482,2020
26483,2020
26484,2020
26485,2020
26486,2020
26487,2016
26488,2016
26489,2016
26490,2016
26491,2016
26492,2016
26493,2016
26494,2016
26495,2016
26496,2016
26497,2009
26498,2009
26499,2009
26500,2009
26501,2009
26502,2009
26503,2009
26504,2009
26505,2009
26506,2009
26507,2009
26508,2009
26509,2009
26510,2009
26511,2009
26512,2009
26513,2012
26514,2012
26515,2012
26516,2012
26517,2012
26518,2012
26519,2012
26520,2012
26521,2012
26522,2012
26523,2012
26524,2012
26525,2012
26526,2012
26527,2012
26528,2012
26529,2012
26530,2012
26531,2012
26532,2012
26533,2012
26534,2012
26535,2012
26536,2012
26537,2012
26538,2012
26539,2012
26540,2012
26541,2012
26542,2012
26543,2012
26544,2012
26545,2012
26546,2012
26547,2012
26548,2012
26549,2012
26550,2012
26551,2012
26552,2016
26553,2016
26554,2016
26555,2016
26556,2016
26557,2016
26558,2016
26559,2016
26560,2016
26561,2016
26562,2016
26563,2016
26564,2016
26565,2016
26566,2016
26567,2016
26568,2016
26569,2016
26570,2016
26571,2016
26572,2016
26573,2016
26574,2016
26575,2016
26576,2016
26577,2016
26578,2016
26579,2016
26580,2016
26581,2016
26582,2016
26583,2016
26584,2016
26585,2016
26586,2016
26587,2016
26588,2016
26589,2016
26590,2016
26591,2016
26592,2016
26593,2016
26594,2016
26595,2016
26596,2016
26597,2016
26598,2016
26599,2016
26600,2016
26601,2016
26602,2016
26603,2016
26604,2016
26605,2016
26606,2016
26607,2016
26608,2016
26609,2016
26610,2016
26611,2016
26612,2016
26613,2016
26614,2016
26615,2016
26616,2016
26617,2016
26618,2016
26619,2016
26620,2016
26621,2016
26622,2016
26623,2016
26624,2016
26625,2016
26626,2016
26627,2016
26628,2016
26629,2016
26630,2016
26631,2016
26632,2016
26633,2016
26634,2016
26635,2016
26636,2016
26637,2016
26638,2016
26639,2016
26640,2016
26641,2016
26642,2016
26643,2016
26644,2016
26645,2016
26646,2016
26647,2016
26648,2016
26649,2016
26650,2016
26651,2016
26652,2016
26653,2016
26654,2016
26655,2016
26656,2016
26657,2016
26658,2016
26659,2021
26660,2021
26661,2021
26662,2021
26663,2021
26664,2021
26665,2021
26666,2021
26667,2016
26668,2016
26669,2016
26670,2016
26671,2016
26672,2016
26673,2016
26674,2016
26675,2016
26676,2016
26677,2016
26678,2016
26679,2016
26680,2016
26681,2016
26682,2016
26683,2016
26684,2016
26685,2016
26686,2016
26687,2013
26688,2013
26689,2013
26690,2013
26691,2013
26692,2013
26693,2013
26694,2013
26695,2013
26696,2013
26697,2013
26698,2013
26699,2013
26700,2013
26701,2016
26702,2016
26703,2016
26704,2016
26705,2016
26706,2016
26707,2016
26708,2016
26709,2016
26710,2016
26711,2016
26712,2016
26713,2016
26714,2016
26715,2016
26716,2016
26717,2016
26718,2016
26719,2016
26720,2016
26721,2016
26722,2016
26723,2016
26724,2016
26725,2016
26726,2016
26727,2016
26728,2016
26729,2016
26730,2016
26731,2016
26732,2016
26733,2016
26734,2016
26735,2016
26736,2016
26737,2016
26738,2016
26739,2016
26740,2016
26741,2016
26742,2016
26743,2016
26744,2016
26745,2016
26746,2016
26747,2016
26748,2016
26749,2016
26750,2016
26751,2016
26752,2016
26753,2016
26754,2016
26755,2016
26756,2016
26757,2016
26758,2016
26759,2016
26760,2016
26761,2016
26762,2016
26763,2016
26764,2016
26765,2016
26766,2016
26767,2016
26768,2016
26769,2016
26770,2016
26771,2016
26772,2016
26773,2016
26774,2016
26775,2016
26776,2016
26777,2016
26778,2016
26779,2016
26780,2016
26781,2016
26782,2016
26783,2016
26784,2016
26785,2016
26786,2016
26787,2016
26788,2021
26789,2021
26790,2021
26791,2021
26792,2021
26793,2021
26794,2021
26795,2021
26796,2016
26797,2016
26798,2016
26799,2016
26800,2016
26801,2016
26802,2016
26803,2016
26804,2016
26805,2016
26806,2016
26807,2016
26808,2016
26809,2016
26810,2016
26811,2016
26812,2016
26813,2016
26814,2016
26815,2016
26816,2016
26817,2016
26818,2016
26819,2016
26820,2016
26821,2016
26822,2016
26823,2016
26824,2016
26825,2016
26826,2016
26827,2016
26828,2016
26829,2016
26830,2016
26831,2016
26832,2016
26833,2016
26834,2016
26835,2013
26836,2013
26837,2013
26838,2013
26839,2013
26840,2013
26841,2013
26842,2013
26843,2013
26844,2013
26845,2013
26846,2013
26847,2013
26848,2013
26849,2013
26850,2013
26851,2013
26852,2013
26853,2013
26854,2013
26855,2013
26856,2013
26857,2013
26858,2013
26859,2013
26860,2013
26861,2013
26862,2013
26863,2013
26864,2013
26865,2013
26866,2013
26867,2013
26868,2013
26869,2013
26870,2013
26871,2013
26872,2013
26873,2013
26874,2013
26875,2013
26876,2013
26877,2013
26878,2013
26879,2013
26880,2013
26881,2013
26882,2013
26883,2013
26884,2013
26885,2013
26886,2013
26887,2013
26888,2016
26889,2016
26890,2016
26891,2016
26892,2016
26893,2016
26894,2016
26895,2016
26896,2016
26897,2016
26898,2016
26899,2016
26900,2016
26901,2016
26902,2016
26903,2016
26904,2016
26905,2016
26906,2016
26907,2016
26908,2016
26909,2016
26910,2016
26911,2016
26912,2016
26913,2016
26914,2016
26915,2016
26916,2016
26917,2016
26918,2016
26919,2016
26920,2016
26921,2016
26922,2016
26923,2016
26924,2016
26925,2016
26926,2016
26927,2016
26928,2016
26929,2016
26930,2016
26931,2016
26932,2016
26933,2016
26934,2016
26935,2016
26936,2016
26937,2016
26938,2016
26939,2016
26940,2016
26941,2016
26942,2016
26943,2016
26944,2016
26945,2016
26946,2016
26947,2016
26948,2016
26949,2016
26950,2016
26951,2016
26952,2016
26953,2016
26954,2016
26955,2016
26956,2016
26957,2016
26958,2016
26959,2016
26960,2016
26961,2016
26962,2016
26963,2016
26964,2016
26965,2016
26966,2016
26967,2016
26968,2016
26969,2016
26970,2016
26971,2016
26972,2016
26973,2016
26974,2016
26975,2016
26976,2016
26977,2016
26978,2016
26979,2016
26980,2016
26981,2016
26982,2016
26983,2016
26984,2016
26985,2016
26986,2016
26987,2016
26988,2016
26989,2016
26990,2016
26991,2016
26992,2016
26993,2016
26994,2016
26995,2013
26996,2013
26997,2013
26998,2013
26999,2013
27000,2013
27001,2013
27002,2013
27003,2013
27004,2013
27005,2013
27006,2013
27007,2016
27008,2016
27009,2016
27010,2016
27011,2016
27012,2016
27013,2016
27014,2016
27015,2016
27016,2016
27017,2016
27018,2016
27019,2016
27020,2016
27021,2016
27022,2016
27023,2016
27024,2016
27025,2016
27026,2016
27027,2016
27028,2016
27029,2016
27030,2016
27031,2016
27032,2016
27033,2016
27034,2016
27035,2016
27036,2016
27037,2016
27038,2016
27039,2016
27040,2016
27041,2016
27042,2016
27043,2016
27044,2016
27045,2021
27046,2021
27047,2021
27048,2021
27049,2021
27050,2021
27051,2021
27052,2021
27053,2016
27054,2016
27055,2016
27056,2016
27057,2016
27058,2016
27059,2016
27060,2016
27061,2016
27062,2016
27063,2016
27064,2016
27065,2016
27066,2016
27067,2016
27068,2016
27069,2016
27070,2016
27071,2016
27072,2016
27073,2016
27074,2016
27075,2016
27076,2016
27077,2016
27078,2016
27079,2016
27080,2016
27081,2016
27082,2016
27083,2016
27084,2016
27085,2016
27086,2016
27087,2016
27088,2016
27089,2016
27090,2016
27091,2016
27092,2016
27093,2016
27094,2016
27095,2016
27096,2016
27097,2016
27098,2016
27099,2016
27100,2016
27101,2016
27102,2016
27103,2016
27104,2016
27105,2016
27106,2016
27107,2016
27108,2016
27109,2016
27110,2016
27111,2016
27112,2016
27113,2016
27114,2016
27115,2016
27116,2016
27117,2016
27118,2016
27119,2016
27120,2016
27121,2016
27122,2016
27123,2016
27124,2016
27125,2016
27126,2016
27127,2016
27128,2016
27129,2016
27130,2016
27131,2016
27132,2016
27133,2016
27134,2016
27135,2016
27136,2016
27137,2016
27138,2016
27139,2016
27140,2016
27141,2016
27142,2016
27143,2016
27144,2016
27145,2016
27146,2016
27147,2016
27148,2016
27149,2016
27150,2016
27151,2016
27152,2016
27153,2016
27154,2016
27155,2016
27156,2016
27157,2016
27158,2016
27159,2016
27160,2016
27161,2016
27162,2016
27163,2016
27164,2016
27165,2016
27166,2016
27167,2016
27168,2016
27169,2016
27170,2016
27171,2016
27172,2016
27173,2016
27174,2016
27175,2016
27176,2016
27177,2016
27178,2016
27179,2016
27180,2016
27181,2016
27182,2016
27183,2016
27184,2016
27185,2016
27186,2016
27187,2016
27188,2016
27189,2016
27190,2016
27191,2016
27192,2016
27193,2016
27194,2020
27195,2020
27196,2020
27197,2020
27198,2020
27199,2020
27200,2020
27201,2020
27202,2016
27203,2016
27204,2016
27205,2016
27206,2016
27207,2016
27208,2016
27209,2016
27210,2016
27211,2016
27212,2016
27213,2016
27214,2016
27215,2016
27216,2016
27217,2016
27218,2016
27219,2016
27220,2016
27221,2016
27222,2012
27223,2012
27224,2012
27225,2012
27226,2012
27227,2012
27228,2012
27229,2012
27230,2012
27231,2012
27232,2012
27233,2012
27234,2012
27235,2012
27236,2012
27237,2012
27238,2012
27239,2012
27240,2012
27241,2012
27242,2012
27243,2012
27244,2012
27245,2012
27246,2012
27247,2012
27248,2012
27249,2012
27250,2012
27251,2012
27252,2012
27253,2012
27254,2012
27255,2012
27256,2012
27257,2012
27258,2012
27259,2012
27260,2012
27261,2012
27262,2012
27263,2012
27264,2019
27265,2016
27266,2016
27267,2016
27268,2016
27269,2016
27270,2016
27271,2016
27272,2016
27273,2016
27274,2016
27275,2016
27276,2016
27277,2016
27278,2016
27279,2016
27280,2016
27281,2016
27282,2016
27283,2016
27284,2016
27285,2016
27286,2016
27287,2016
27288,2016
27289,2016
27290,2016
27291,2016
27292,2016
27293,2016
27294,2016
27295,2016
27296,2016
27297,2016
27298,2016
27299,2016
27300,2016
27301,2016
27302,2016
27303,2016
27304,2016
27305,2016
27306,2016
27307,2016
27308,2016
27309,2016
27310,2016
27311,2016
27312,2016
27313,2016
27314,2016
27315,2016
27316,2016
27317,2016
27318,2016
27319,2016
27320,2016
27321,2016
27322,2016
27323,2016
27324,2016
27325,2016
27326,2016
27327,2016
27328,2016
27329,2016
27330,2016
27331,2016
27332,2016
27333,2016
27334,2016
27335,2016
27336,2016
27337,2016
27338,2016
27339,2016
27340,2016
27341,2016
27342,2016
27343,2016
27344,2016
27345,2016
27346,2016
27347,2016
27348,2016
27349,2016
27350,2016
27351,2016
27352,2016
27353,2016
27354,2016
27355,2016
27356,2016
27357,2016
27358,2016
27359,2016
27360,2016
27361,2016
27362,2016
27363,2016
27364,2016
27365,2016
27366,2016
27367,2016
27368,2016
27369,2016
27370,2013
27371,2013
27372,2013
27373,2013
27374,2013
27375,2013
27376,2013
27377,2013
27378,2013
27379,2013
27380,2013
27381,2016
27382,2016
27383,2016
27384,2016
27385,2016
27386,2016
27387,2016
27388,2016
27389,2016
27390,2016
27391,2016
27392,2016
27393,2016
27394,2016
27395,2016
27396,2016
27397,2016
27398,2016
27399,2016
27400,2016
27401,2016
27402,2016
27403,2016
27404,2016
27405,2016
27406,2016
27407,2016
27408,2016
27409,2016
27410,2016
27411,2016
27412,2016
27413,2016
27414,2016
27415,2016
27416,2016
27417,2016
27418,2016
27419,2016
27420,2016
27421,2016
27422,2016
27423,2016
27424,2016
27425,2016
27426,2016
27427,2016
27428,2016
27429,2016
27430,2016
27431,2016
27432,2016
27433,2016
27434,2016
27435,2016
27436,2016
27437,2016
27438,2016
27439,2016
27440,2016
27441,2016
27442,2016
27443,2016
27444,2016
27445,2016
27446,2016
27447,2016
27448,2016
27449,2016
27450,2016
27451,2016
27452,2016
27453,2016
27454,2016
27455,2016
27456,2016
27457,2016
27458,2016
27459,2016
27460,2016
27461,2016
27462,2016
27463,2016
27464,2016
27465,2016
27466,2016
27467,2016
27468,2016
27469,2016
27470,2016
27471,2016
27472,2016
27473,2016
27474,2016
27475,2016
27476,2016
27477,2016
27478,2016
27479,2016
27480,2013
27481,2013
27482,2013
27483,2013
27484,2013
27485,2013
27486,2013
27487,2013
27488,2013
27489,2013
27490,2013
27491,2016
27492,2016
27493,2016
27494,2016
27495,2016
27496,2016
27497,2016
27498,2016
27499,2016
27500,2016
27501,2016
27502,2016
27503,2016
27504,2016
27505,2016
27506,2016
27507,2016
27508,2016
27509,2016
27510,2016
27511,2016
27512,2016
27513,2016
27514,2016
27515,2016
27516,2016
27517,2016
27518,2016
27519,2016
27520,2016
27521,2016
27522,2016
27523,2016
27524,2016
27525,2016
27526,2016
27527,2016
27528,2016
27529,2016
27530,2016
27531,2016
27532,2016
27533,2016
27534,2016
27535,2016
27536,2016
27537,2016
27538,2016
27539,2016
27540,2016
27541,2016
27542,2016
27543,2016
27544,2016
27545,2016
27546,2016
27547,2016
27548,2016
27549,2016
27550,2016
27551,2016
27552,2016
27553,2016
27554,2016
27555,2016
27556,2016
27557,2016
27558,2016
27559,2016
27560,2016
27561,2016
27562,2016
27563,2016
27564,2016
27565,2016
27566,2016
27567,2016
